State_Short,State,Quarter,Broad Type of Service, Services ,Benefits, Bulk Billed Services , Patient Billed Services , Bulk Billed Benefits ($) , Patient Billed Benefits ($) ,MBS Bulk Billing Rate (%), Avg Patient Contribution Per Service: Out of Hospital Patient Billed ($) , Schedule Fee ($) , Fee Charged ($) , Bulk Billed Fee Charged ($) , Patient Billed Fee Charged ($) 
Vic,Victoria,2024-25 Q4 (Jun Qtr),Practice Nurse,"214,661","3,271,423","211,064","3,597","2,946,459","324,964",98.30%,20.8,"3,068,895","3,346,253","2,946,459","399,793"
Qld,Queensland,2024-25 Q4 (Jun Qtr),Practice Nurse,"239,800","4,285,228","233,251","6,549","3,679,154","606,074",97.30%,22.38,"3,894,126","4,431,796","3,679,154","752,641"
SA,South Australia,2024-25 Q4 (Jun Qtr),Practice Nurse,"87,030","1,237,571","86,143",887,"1,220,026","17,545",99.00%,5.36,"1,238,739","1,242,321","1,220,026","22,295"
WA,Western Australia,2024-25 Q4 (Jun Qtr),Practice Nurse,"112,843","1,903,810","110,762","2,081","1,749,123","154,687",98.20%,20.01,"1,806,967","1,945,441","1,749,123","196,318"
Tas,Tasmania,2024-25 Q4 (Jun Qtr),Practice Nurse,"30,634","519,281","29,590","1,044","421,968","97,313",96.60%,20.62,"456,040","540,804","421,968","118,837"
NT,Northern Australia,2024-25 Q4 (Jun Qtr),Practice Nurse,"33,369","769,183","33,360",9,"768,734",450,100.00%,8.29,"769,020","769,258","768,734",524
ACT,Australian Capital Territory,2024-25 Q4 (Jun Qtr),Practice Nurse,"5,257","77,595","5,205",52,"75,575","2,020",99.00%,9.9,"76,672","78,110","75,575","2,535"
Unk,Unknown,2024-25 Q4 (Jun Qtr),Practice Nurse,383,"7,698",377,6,"6,960",738,98.40%,21.5,"7,182","7,827","6,960",867
Australia,Australia,2024-25 Q4 (Jun Qtr),Other Allied Health,"4,440,562","385,373,111","1,814,369","2,626,193","130,193,562","255,179,550",40.90%,74.82,"430,436,695","581,852,544","130,193,562","451,658,983"
NSW,New South Wales,2024-25 Q4 (Jun Qtr),Other Allied Health,"1,382,062","119,738,528","576,691","805,371","41,842,412","77,896,116",41.70%,74.82,"133,432,135","179,998,567","41,842,412","138,156,155"
Vic,Victoria,2024-25 Q4 (Jun Qtr),Other Allied Health,"1,335,421","115,629,269","515,536","819,885","36,723,236","78,906,033",38.60%,73.87,"129,018,877","176,193,227","36,723,236","139,469,991"
Qld,Queensland,2024-25 Q4 (Jun Qtr),Other Allied Health,"859,737","74,159,974","381,198","478,539","27,520,731","46,639,243",44.30%,76.4,"82,892,341","110,722,255","27,520,731","83,201,524"
SA,South Australia,2024-25 Q4 (Jun Qtr),Other Allied Health,"330,279","26,980,822","168,051","162,228","11,364,510","15,616,312",50.90%,67.53,"30,751,362","37,935,961","11,364,510","26,571,452"
WA,Western Australia,2024-25 Q4 (Jun Qtr),Other Allied Health,"386,377","34,761,360","139,837","246,540","9,914,648","24,846,712",36.20%,77.91,"38,820,758","53,969,914","9,914,648","44,055,265"
Tas,Tasmania,2024-25 Q4 (Jun Qtr),Other Allied Health,"79,699","7,262,840","17,771","61,928","1,585,046","5,677,794",22.30%,61.46,"8,244,617","11,069,130","1,585,046","9,484,084"
NT,Northern Australia,2024-25 Q4 (Jun Qtr),Other Allied Health,"13,368","1,131,481","6,366","7,002","490,953","640,529",47.60%,84.71,"1,287,972","1,724,638","490,953","1,233,686"
ACT,Australian Capital Territory,2024-25 Q4 (Jun Qtr),Other Allied Health,"53,037","5,669,858","8,423","44,614","720,535","4,949,324",15.90%,101.43,"5,942,831","10,194,893","720,535","9,474,359"
Unk,Unknown,2024-25 Q4 (Jun Qtr),Other Allied Health,582,"38,979",496,86,"31,491","7,488",85.20%,57.9,"45,801","43,958","31,491","12,467"
Australia,Australia,2024-25 Q4 (Jun Qtr),Specialist Attendances,"9,106,331","834,289,305","2,583,904","6,522,427","229,018,596","605,270,709",28.40%,135.24,"945,200,549","1,570,625,529","229,018,596","1,341,606,934"
NSW,New South Wales,2024-25 Q4 (Jun Qtr),Specialist Attendances,"3,138,746","294,848,060","984,889","2,153,857","89,585,609","205,262,452",31.40%,142.79,"330,953,531","557,547,885","89,585,609","467,962,276"
Vic,Victoria,2024-25 Q4 (Jun Qtr),Specialist Attendances,"2,592,669","239,471,086","758,952","1,833,717","68,986,973","170,484,113",29.30%,127.25,"273,844,662","432,731,325","68,986,973","363,744,352"
Qld,Queensland,2024-25 Q4 (Jun Qtr),Specialist Attendances,"1,709,576","155,218,341","431,179","1,278,397","36,989,886","118,228,454",25.20%,137.75,"175,257,499","298,115,814","36,989,886","261,125,928"
SA,South Australia,2024-25 Q4 (Jun Qtr),Specialist Attendances,"625,137","53,405,098","183,509","441,628","15,035,105","38,369,992",29.40%,110.42,"61,543,676","96,480,653","15,035,105","81,445,548"
WA,Western Australia,2024-25 Q4 (Jun Qtr),Specialist Attendances,"737,413","63,769,903","150,947","586,466","11,936,962","51,832,940",20.50%,142.66,"72,973,304","131,476,092","11,936,962","119,539,130"
Tas,Tasmania,2024-25 Q4 (Jun Qtr),Specialist Attendances,"145,929","12,457,307","34,387","111,542","2,966,081","9,491,226",23.60%,112.86,"14,230,223","22,906,503","2,966,081","19,940,422"
NT,Northern Australia,2024-25 Q4 (Jun Qtr),Specialist Attendances,"28,222","2,530,966","8,597","19,625","818,795","1,712,171",30.50%,138.03,"2,963,108","4,834,668","818,795","4,015,873"
ACT,Australian Capital Territory,2024-25 Q4 (Jun Qtr),Specialist Attendances,"128,310","12,555,020","31,304","97,006","2,683,261","9,871,759",24.40%,160.84,"13,396,796","26,480,110","2,683,261","23,796,849"
Unk,Unknown,2024-25 Q4 (Jun Qtr),Specialist Attendances,329,"33,524",140,189,"15,922","17,602",42.60%,155.24,"37,749","52,479","15,922","36,557"
Australia,Australia,2024-25 Q4 (Jun Qtr),Obstetrics,"363,211","43,709,958","186,375","176,836","10,293,307","33,416,651",51.30%,346.96,"47,701,826","116,936,625","10,293,307","106,643,318"
NSW,New South Wales,2024-25 Q4 (Jun Qtr),Obstetrics,"123,293","15,721,887","61,648","61,645","3,493,367","12,228,520",50.00%,390.95,"16,906,060","43,760,815","3,493,367","40,267,448"
Vic,Victoria,2024-25 Q4 (Jun Qtr),Obstetrics,"101,026","11,547,258","71,516","29,510","3,724,784","7,822,474",70.80%,628.74,"12,889,436","31,630,130","3,724,784","27,905,346"
Qld,Queensland,2024-25 Q4 (Jun Qtr),Obstetrics,"65,997","7,580,906","25,355","40,642","1,418,123","6,162,783",38.40%,208.67,"8,323,692","18,776,107","1,418,123","17,357,984"
SA,South Australia,2024-25 Q4 (Jun Qtr),Obstetrics,"21,628","2,764,799","8,230","13,398","546,324","2,218,475",38.10%,265.6,"2,981,765","7,154,590","546,324","6,608,266"
WA,Western Australia,2024-25 Q4 (Jun Qtr),Obstetrics,"39,704","4,738,034","14,940","24,764","887,810","3,850,224",37.60%,213.35,"5,118,189","11,800,357","887,810","10,912,548"
Tas,Tasmania,2024-25 Q4 (Jun Qtr),Obstetrics,"4,733","597,498","2,045","2,688","101,707","495,791",43.20%,274.12,"668,148","1,566,924","101,707","1,465,217"
NT,Northern Australia,2024-25 Q4 (Jun Qtr),Obstetrics,"2,441","202,281","1,539",902,"57,713","144,569",63.00%,190.88,"226,117","385,026","57,713","327,313"
ACT,Australian Capital Territory,2024-25 Q4 (Jun Qtr),Obstetrics,"4,387","557,222","1,100","3,287","63,407","493,815",25.10%,352.88,"588,336","1,862,603","63,407","1,799,195"
Unk,Unknown,2024-25 Q4 (Jun Qtr),Obstetrics,2,72,2, -   ,72, -   ,100.00%, - ,85,72,72, -   
Australia,Australia,2024-25 Q4 (Jun Qtr),Anaesthetics,"1,088,561","165,643,855","104,583","983,978","11,458,398","154,185,457",9.60%,261.26,"213,802,259","435,421,661","11,458,398","423,963,262"
NSW,New South Wales,2024-25 Q4 (Jun Qtr),Anaesthetics,"336,530","52,831,045","30,420","306,110","3,583,877","49,247,168",9.00%,203.24,"69,357,227","142,826,854","3,583,877","139,242,977"
Vic,Victoria,2024-25 Q4 (Jun Qtr),Anaesthetics,"277,634","42,108,211","25,080","252,554","2,640,313","39,467,898",9.00%,276.8,"53,216,264","111,072,545","2,640,313","108,432,232"
Qld,Queensland,2024-25 Q4 (Jun Qtr),Anaesthetics,"233,590","34,820,772","36,894","196,696","3,688,403","31,132,370",15.80%,277.32,"44,591,375","89,815,434","3,688,403","86,127,031"
SA,South Australia,2024-25 Q4 (Jun Qtr),Anaesthetics,"82,795","11,982,592","5,680","77,115","758,768","11,223,823",6.90%,213.48,"15,808,442","29,449,476","758,768","28,690,708"
WA,Western Australia,2024-25 Q4 (Jun Qtr),Anaesthetics,"117,824","17,873,508","5,303","112,521","645,409","17,228,099",4.50%,439.54,"22,890,489","44,326,645","645,409","43,681,236"
Tas,Tasmania,2024-25 Q4 (Jun Qtr),Anaesthetics,"20,703","3,158,749",309,"20,394","40,045","3,118,704",1.50%,123.1,"4,161,656","8,719,393","40,045","8,679,349"
NT,Northern Australia,2024-25 Q4 (Jun Qtr),Anaesthetics,"4,225","655,444",204,"4,021","27,151","628,293",4.80%,185.79,"859,452","1,928,821","27,151","1,901,670"
ACT,Australian Capital Territory,2024-25 Q4 (Jun Qtr),Anaesthetics,"15,228","2,206,817",690,"14,538","74,153","2,132,664",4.50%,164.45,"2,911,684","7,266,643","74,153","7,192,490"
Unk,Unknown,2024-25 Q4 (Jun Qtr),Anaesthetics,32,"6,718",3,29,281,"6,437",9.40%,"1,131.18","5,670","15,850",281,"15,569"
Australia,Australia,2024-25 Q4 (Jun Qtr),Total Pathology,"44,847,063","1,040,071,537","40,194,042","4,653,021","934,869,009","105,202,528",89.60%,26.72,"1,231,271,019","1,105,223,213","930,550,104","174,673,109"
NSW,New South Wales,2024-25 Q4 (Jun Qtr),Total Pathology,"15,326,737","360,084,270","13,517,760","1,808,977","321,765,886","38,318,384",88.20%,28.51,"426,681,587","381,824,305","320,478,170","61,346,136"
Vic,Victoria,2024-25 Q4 (Jun Qtr),Total Pathology,"11,301,751","255,113,462","10,247,736","1,054,015","230,464,191","24,649,271",90.70%,26.74,"301,541,318","271,647,832","229,298,884","42,348,948"
Qld,Queensland,2024-25 Q4 (Jun Qtr),Total Pathology,"9,194,513","217,245,561","8,261,209","933,304","195,713,713","21,531,848",89.80%,24.06,"257,386,135","230,901,089","194,845,158","36,055,931"
SA,South Australia,2024-25 Q4 (Jun Qtr),Total Pathology,"2,920,068","64,866,270","2,587,475","332,593","57,039,203","7,827,067",88.60%,25.84,"76,910,911","69,593,888","56,701,197","12,892,691"
WA,Western Australia,2024-25 Q4 (Jun Qtr),Total Pathology,"4,278,187","101,029,014","3,872,131","406,056","91,577,480","9,451,535",90.50%,28.36,"119,493,835","107,115,798","91,091,359","16,024,439"
Tas,Tasmania,2024-25 Q4 (Jun Qtr),Total Pathology,"893,883","19,671,866","835,210","58,673","18,055,777","1,616,088",93.40%,32.87,"23,260,438","20,823,881","17,998,375","2,825,506"
NT,Northern Australia,2024-25 Q4 (Jun Qtr),Total Pathology,"280,264","6,565,570","272,890","7,374","6,292,416","273,154",97.40%,49.23,"7,696,000","6,730,195","6,248,755","481,440"
ACT,Australian Capital Territory,2024-25 Q4 (Jun Qtr),Total Pathology,"646,149","15,377,495","594,265","51,884","13,845,259","1,532,236",92.00%,19.17,"18,162,569","16,467,488","13,773,930","2,693,558"
Unk,Unknown,2024-25 Q4 (Jun Qtr),Total Pathology,"5,511","118,029","5,366",145,"115,084","2,945",97.40%, -   ,"138,225","118,736","114,276","4,460"
Australia,Australia,2024-25 Q4 (Jun Qtr),Diagnostic Imaging,"8,115,248","1,384,566,020","6,180,400","1,934,848","1,081,167,151","303,398,869",76.20%,135.5,"1,498,365,205","1,625,363,854","1,081,167,151","544,196,703"
NSW,New South Wales,2024-25 Q4 (Jun Qtr),Diagnostic Imaging,"2,801,811","485,502,690","2,161,670","640,141","380,992,161","104,510,529",77.20%,131.85,"526,388,599","558,988,006","380,992,161","177,995,844"
Vic,Victoria,2024-25 Q4 (Jun Qtr),Diagnostic Imaging,"2,058,970","342,483,480","1,623,128","435,842","276,109,258","66,374,223",78.80%,143.17,"369,111,399","399,908,448","276,109,258","123,799,190"
Qld,Queensland,2024-25 Q4 (Jun Qtr),Diagnostic Imaging,"1,662,597","286,705,045","1,253,989","408,608","223,021,143","63,683,901",75.40%,137.15,"309,525,101","340,593,499","223,021,143","117,572,356"
SA,South Australia,2024-25 Q4 (Jun Qtr),Diagnostic Imaging,"517,417","89,220,158","377,615","139,802","65,781,690","23,438,468",73.00%,154.05,"97,205,080","108,224,598","65,781,690","42,442,908"
WA,Western Australia,2024-25 Q4 (Jun Qtr),Diagnostic Imaging,"808,819","136,183,767","593,043","215,776","105,894,154","30,289,613",73.30%,105.55,"147,663,114","159,405,170","105,894,154","53,511,017"
Tas,Tasmania,2024-25 Q4 (Jun Qtr),Diagnostic Imaging,"132,306","21,189,849","89,952","42,354","14,531,618","6,658,231",68.00%,147.21,"23,196,415","26,870,584","14,531,618","12,338,966"
NT,Northern Australia,2024-25 Q4 (Jun Qtr),Diagnostic Imaging,"38,464","5,911,525","32,595","5,869","5,045,072","866,453",84.70%,161.67,"6,315,403","6,785,532","5,045,072","1,740,460"
ACT,Australian Capital Territory,2024-25 Q4 (Jun Qtr),Diagnostic Imaging,"94,381","17,292,226","47,949","46,432","9,718,616","7,573,610",50.80%,160.14,"18,877,885","24,508,481","9,718,616","14,789,865"
Unk,Unknown,2024-25 Q4 (Jun Qtr),Diagnostic Imaging,483,"77,280",459,24,"73,440","3,840",95.00%,98.21,"82,208","79,536","73,440","6,096"
Australia,Australia,2024-25 Q4 (Jun Qtr),Total Operations,"3,190,354","681,897,042","1,061,875","2,128,479","125,334,429","556,562,614",33.30%,122.43,"854,107,473","1,468,060,815","125,334,429","1,342,726,386"
NSW,New South Wales,2024-25 Q4 (Jun Qtr),Total Operations,"1,045,668","227,275,165","384,667","661,001","47,927,208","179,347,957",36.80%,133.98,"281,582,624","500,791,237","47,927,208","452,864,030"
Vic,Victoria,2024-25 Q4 (Jun Qtr),Total Operations,"671,872","155,139,887","170,558","501,314","22,063,878","133,076,009",25.40%,130.43,"196,762,373","334,091,780","22,063,878","312,027,902"
Qld,Queensland,2024-25 Q4 (Jun Qtr),Total Operations,"796,354","149,143,197","325,868","470,486","35,001,195","114,142,002",40.90%,113.85,"184,931,031","316,180,472","35,001,195","281,179,277"
SA,South Australia,2024-25 Q4 (Jun Qtr),Total Operations,"217,415","50,241,439","64,126","153,289","7,910,097","42,331,342",29.50%,99.19,"64,424,142","101,373,719","7,910,097","93,463,622"
WA,Western Australia,2024-25 Q4 (Jun Qtr),Total Operations,"341,049","72,651,850","93,482","247,567","9,757,839","62,894,011",27.40%,101.86,"92,057,555","149,269,685","9,757,839","139,511,846"
Tas,Tasmania,2024-25 Q4 (Jun Qtr),Total Operations,"64,425","14,861,232","12,442","51,983","1,365,758","13,495,475",19.30%,83.46,"19,092,050","31,559,342","1,365,758","30,193,584"
NT,Northern Australia,2024-25 Q4 (Jun Qtr),Total Operations,"13,029","2,657,096","4,607","8,422","499,465","2,157,631",35.40%,130.2,"3,393,876","6,095,082","499,465","5,595,617"
ACT,Australian Capital Territory,2024-25 Q4 (Jun Qtr),Total Operations,"40,480","9,917,808","6,085","34,395","805,123","9,112,685",15.00%,183.95,"11,852,054","28,679,910","805,123","27,874,787"
Unk,Unknown,2024-25 Q4 (Jun Qtr),Total Operations,62,"9,369",40,22,"3,867","5,502",64.50%,145.37,"11,768","19,588","3,867","15,721"
Australia,Australia,2024-25 Q4 (Jun Qtr),Optometry,"2,804,358","153,490,403","2,638,181","166,177","144,464,600","9,025,802",94.10%,41.32,"180,270,821","160,357,226","144,464,600","15,892,626"
NSW,New South Wales,2024-25 Q4 (Jun Qtr),Optometry,"879,451","48,041,841","839,383","40,068","45,856,608","2,185,233",95.40%,38.09,"56,448,501","49,568,195","45,856,608","3,711,586"
Vic,Victoria,2024-25 Q4 (Jun Qtr),Optometry,"727,883","39,936,256","679,479","48,404","37,261,404","2,674,852",93.40%,39.53,"46,908,232","41,849,867","37,261,404","4,588,463"
Qld,Queensland,2024-25 Q4 (Jun Qtr),Optometry,"606,189","33,076,070","565,337","40,852","30,903,699","2,172,371",93.30%,42.23,"38,816,869","34,801,159","30,903,699","3,897,460"
SA,South Australia,2024-25 Q4 (Jun Qtr),Optometry,"202,318","11,108,286","192,972","9,346","10,599,223","509,062",95.40%,42.38,"13,056,740","11,504,410","10,599,223","905,187"
WA,Western Australia,2024-25 Q4 (Jun Qtr),Optometry,"263,326","14,552,182","246,075","17,251","13,629,611","922,571",93.40%,50.03,"17,093,927","15,415,171","13,629,611","1,785,560"
Tas,Tasmania,2024-25 Q4 (Jun Qtr),Optometry,"60,671","3,280,898","56,819","3,852","3,071,067","209,831",93.70%,29.91,"3,857,262","3,396,119","3,071,067","325,052"
NT,Northern Australia,2024-25 Q4 (Jun Qtr),Optometry,"17,572","953,096","17,203",369,"934,119","18,978",97.90%,44.06,"1,120,857","969,356","934,119","35,238"
ACT,Australian Capital Territory,2024-25 Q4 (Jun Qtr),Optometry,"46,804","2,533,490","40,771","6,033","2,200,681","332,808",87.10%,51.55,"2,958,686","2,844,474","2,200,681","643,792"
Unk,Unknown,2024-25 Q4 (Jun Qtr),Optometry,144,"8,284",142,2,"8,187",97,98.60%,95.5,"9,745","8,475","8,187",288
Australia,Australia,2024-25 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,"361,530","242,639,984","259,726","101,804","147,488,412","95,151,572",71.80%,146.62,"223,750,421","259,092,631","147,488,412","111,604,219"
NSW,New South Wales,2024-25 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,"106,303","71,222,899","80,988","25,315","47,425,008","23,797,891",76.20%,146.36,"67,472,672","75,203,048","47,425,008","27,778,040"
Vic,Victoria,2024-25 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,"87,975","57,065,115","66,291","21,684","36,512,981","20,552,134",75.40%,147.52,"54,157,014","60,992,466","36,512,981","24,479,486"
Qld,Queensland,2024-25 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,"82,626","57,861,474","53,405","29,221","31,085,780","26,775,694",64.60%,151.52,"50,490,055","62,717,102","31,085,780","31,631,322"
SA,South Australia,2024-25 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,"26,376","18,612,904","14,025","12,351","8,487,658","10,125,247",53.20%,112.29,"16,618,689","20,034,066","8,487,658","11,546,408"
WA,Western Australia,2024-25 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,"42,763","27,987,156","32,984","9,779","17,577,784","10,409,372",77.10%,173.3,"25,682,747","29,697,276","17,577,784","12,119,491"
Tas,Tasmania,2024-25 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,"9,314","5,692,812","6,921","2,393","3,447,805","2,245,007",74.30%,139.76,"5,334,334","6,061,883","3,447,805","2,614,078"
NT,Northern Australia,2024-25 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,"2,170","1,251,687","2,057",113,"1,153,563","98,124",94.80%,116.86,"1,327,471","1,264,893","1,153,563","111,330"
ACT,Australian Capital Territory,2024-25 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,"4,003","2,945,936","3,055",948,"1,797,832","1,148,104",76.30%,185.71,"2,667,440","3,121,897","1,797,832","1,324,065"
Australia,Australia,2024-25 Q4 (Jun Qtr),Other MBS Services,"3,440,911","835,739,805","2,107,344","1,333,567","643,820,882","191,918,923",61.20%,141.11,"947,204,406","989,568,320","643,820,882","345,747,438"
NSW,New South Wales,2024-25 Q4 (Jun Qtr),Other MBS Services,"1,123,741","275,191,627","701,642","422,099","211,922,131","63,269,496",62.40%,154.02,"312,612,555","326,908,874","211,922,131","114,986,742"
Vic,Victoria,2024-25 Q4 (Jun Qtr),Other MBS Services,"830,400","216,094,076","541,083","289,317","168,479,257","47,614,819",65.20%,166.53,"243,452,138","254,320,039","168,479,257","85,840,782"
Qld,Queensland,2024-25 Q4 (Jun Qtr),Other MBS Services,"737,167","173,102,710","435,175","301,992","135,635,310","37,467,400",59.00%,124.87,"197,125,476","203,430,840","135,635,310","67,795,530"
SA,South Australia,2024-25 Q4 (Jun Qtr),Other MBS Services,"248,194","59,332,437","134,125","114,069","44,072,266","15,260,171",54.00%,112.35,"67,482,150","70,589,842","44,072,266","26,517,576"
WA,Western Australia,2024-25 Q4 (Jun Qtr),Other MBS Services,"363,590","74,995,910","214,079","149,511","55,825,504","19,170,406",58.90%,114.74,"85,315,211","90,381,335","55,825,504","34,555,831"
Tas,Tasmania,2024-25 Q4 (Jun Qtr),Other MBS Services,"63,727","19,795,862","36,257","27,470","15,724,322","4,071,540",56.90%,99.75,"22,485,126","22,247,134","15,724,322","6,522,812"
NT,Northern Australia,2024-25 Q4 (Jun Qtr),Other MBS Services,"21,984","7,327,237","17,818","4,166","6,363,332","963,905",81.00%,213.52,"8,045,584","8,149,979","6,363,332","1,786,647"
